1427.7174872953378,
58.496585501190125,
3.650741539571116,
0.24065215411732857,
0.01652309290932841,
0.0011574675564329632,
8.215933437962715e-05,
5.889945129728853e-06,
434.1940219301811,
26.83797826337377,
1.6229224382855114,
0.10827729827453332,
0.0074595634222087365,
0.0005258322104743382,
3.7611177774956603e-05,
2.715689232229115e-06,
235.57663967442545,
15.81778288786182,
1.0055757388237934,
0.06962855496600334,
0.004925777201544045,
0.00035428930412570583,
2.5755431073282023e-05,
1.8860294127354167e-06,
152.54762591741436,
10.399381657670673,
0.6780586522966394,
0.047711574267893846,
0.003419504721934185,
0.0002485355430243181,
1.8230326546724743e-05,
1.3459897591932107e-06,
108.90715547544937,
7.346781182577496,
0.48512186854462813,
0.03431708757457358,
0.0024731316636225327,
0.00018059318164924965,
1.3304625211962465e-05,
9.8655665129467e-07,
82.82906503295992,
5.467846036740883,
0.36305591707709184,
0.02566002541374854,
0.0018508219458220519,
0.00013527033964199546,
9.977574239661997e-06,
65.86396390394738,
4.234209751716814,
0.2814826632752366,
0.019803292684858767,
0.001425237062691569,
0.00010399023213156642,
7.662409308976558e-06,
54.12004508700596,
3.3826379617699396,
0.2245213351654828,
0.01568764330618141,
0.0011242610091737916,
8.174809643480929e-05,
6.007769670361508e-06,
45.59154178456003,
2.7706297499968464,
0.18328443996488086,
0.01270163976872009,
0.0009052118941592079,
6.551673995055789e-05,
4.797005347106951e-06,
39.15796088485571,
2.315964349337239,
0.15251814993220092,
0.010475626426463758,
0.0007417986757736538,
5.340057176382184e-05,
3.8924289790683975e-06,
34.15309469675594,
1.9686870698157257,
0.12897087012140535,
0.00877698170190354,
0.0006172388832488371,
4.4174222158048326e-05,
3.2040023666614858e-06,
30.16033481529272,
1.6971143255301917,
0.11055024650684273,
0.007454153651288613,
0.0005204787138377859,
3.702276346282847e-05,
2.6713058950633153e-06,
26.90797256330715,
1.4804102671676296,
0.09586443924657088,
0.006405413528353003,
0.00044403647077063095,
3.139055613551624e-05,
2.252857751465722e-06,
24.212345778369798,
1.304444170554728,
0.0839608942489959,
0.005560694933646495,
0.00038272707326476684,
2.689041847767241e-05,
1.919600920417203e-06,
21.945395171385012,
1.159374534291757,
0.07417144925622908,
0.00487064589705867,
0.00033288208630001656,
2.324735115414082e-05,
1.650818332166443e-06,
20.015358787073033,
1.0381852818839492,
0.06601716375771594,
0.004299810523649787,
0.0002918581862644678,
2.0262691201778542e-05,
1.431504343912854e-06,
18.354867340357846,
0.9357692002854439,
0.059148010155059154,
0.0038222596416793843,
0.00025771906315893945,
1.7790704472164747e-05,
1.2506339467091492e-06,
16.913373893347657,
0.8483376375997009,
0.05330362664377982,
0.0034187208922119555,
0.00022902475129927657,
1.572296854630011e-05,
1.0999998403302633e-06,
15.652208003492683,
0.7730309963834775,
0.048287184481897685,
0.0030746531271410443,
0.00020468929326236215,
1.3977754325877483e-05,
9.73416085206715e-07,
14.541265493002292,
0.7076562292852995,
0.043947636779161525,
0.0027789302465179703,
0.000183882881903888,
1.2492688544246362e-05,
8.661667308281033e-07,
13.556743681620665,
0.6505065715066396,
0.04016744553311626,
0.0025229267512747273,
0.00016596354123946694,
1.1219608603454961e-05,
7.746155982594766e-07,
12.679560125084292,
0.6002356190583155,
0.036853959565259636,
0.002299872966228224,
0.00015042876574130958,
1.0120907913257069e-05,
6.95929648375379e-07,
11.894227485512474,
0.5557679718662919,
0.033933267434295866,
0.0021043942067883576,
0.0001368808526422675,
9.16691026025978e-06,
11.18803874650741,
0.5162348850182437,
0.03134575437486807,
0.0019321772375682235,
0.00012500175591893275,
8.333959548296473e-06,
10.55046659339364,
0.48092724068021075,
0.029042846515916647,
0.0017797258259489564,
0.00011453463460056132,
7.6030192291667936e-06,
9.97271520628551,
0.44926078831483174,
0.026984599634223474,
0.001644179762965543,
0.00010527018118098386,
6.958631528584089e-06,
9.447379002140696,
0.42075003134817934,
0.02513788631198579,
0.0015231790848646187,
9.703637059962263e-05,
6.388139676898469e-06,
8.968180542025129,
0.3949884266443893,
0.023475020769931156,
0.0014147612900499993,
8.96907063260295e-05,
5.881097326174609e-06,
8.529766209793841,
0.37163317131219004,
0.021972702735022654,
0.0013172826526881252,
8.311429292558073e-05,
5.428820923531505e-06,
8.127545146426117,
0.35039338595302316,
0.020611197842440882,
0.0012293573818597597,
7.720726360341349e-05,
5.024042104443544e-06,
7.757560929349644,
0.3310208384852385,
0.01937369510169849,
0.0011498101205378113,
7.188521815240869e-05,
4.660639442238559e-06,
7.416388347594985,
0.31330258957248497,
0.018245798299949014,
0.0010776385115410909,
6.707642525944594e-05,
4.333427422784792e-06,
7.1010496339197795,
0.2970551071693608,
0.017215119748990395,
0.0010119834351550094,
6.271960475933612e-05,
4.037990313136862e-06,
6.808945945165302,
0.2821195158796811,
0.01627095300528449,
0.0009521051447424409,
5.876215533683964e-05,
3.7705488093670754e-06,
6.5378009120244505,
0.26835773157595955,
0.015404007105256134,
0.0008973639804825202,
5.515872807892179e-05,
3.5278541970565817e-06,
6.28561382998437,
0.25564929310179796,
0.014606189152252189,
0.00084720466369306,
5.1870067763199684e-05,
3.3071020850172086e-06,
6.050620616621126,
0.24388874774131145,
0.013870425238615902,
0.0008011434213530675,
4.886206730285479e-05,
3.105862111138181e-06,
5.831261073072518,
0.23298348026892501,
0.013190512006882567,
0.000758757357306783,
4.610499029229108e-05,
2.922020491098522e-06,
5.626151298588584,
0.22285190007180736,
0.012560992890709253,
0.0007196756295339383,
4.357282606220787e-05,
2.75373294328556e-06,
5.43406034401902,
0.21342191940200428,
0.011977054378058145,
0.0006835720818732395,
4.124275539781935e-05,
2.599384885854725e-06,
5.253890372413562,
0.20462966990896145,
0.01143443862647006,
0.000650159060906003,
3.909470121789738e-05,
2.457559155406247e-06,
5.084659736521495,
0.19641841539665217,
0.01092936951906014,
0.0006191822009860826,
3.711095238375379e-05,
2.327008593667089e-06,
4.925488493944675,
0.18873762708865982,
0.01045848983007383,
0.0005904160075378003,
3.527584453599649e-05,
2.206631741898176e-06,
4.775585968393428,
0.18154219417639095,
0.010018807626927341,
0.0005636600993868772,
3.3575491265236325e-05,
2.0954547897048257e-06,
4.634240035320982,
0.17479174753399795,
0.009607650382985906,
0.0005387360021160946,
3.199755305851665e-05,
1.99261374585009e-06,
4.500807866217326,
0.16845007851209648,
0.009222625567068236,
0.0005154843989962644,
3.053104083533993e-05,
1.897341093910786e-06,
4.374707911057908,
0.1624846379436332,
0.008861586685397025,
0.0004937627692115683,
2.916614724929263e-05,
1.8089531316662862e-06,
4.255412935124967,
0.15686610307474338,
0.00852260394049944,
0.0004734433508405121,
2.7894101876337933e-05,
1.7268395332671477e-06,
4.142443956415002,
0.15156800221803166,
0.00820393881194721,
0.0004544113799961033,
2.6707045342462295e-05,
1.6504546407177216e-06,
4.035364954463196,
0.14656638861539692,
0.007904021975444419,
0.00043656356416221537,
2.5597921523557365e-05,
1.5793092878292094e-06,
