compared_files,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_175p,0.0,0.2669799593360053,0.11585891892300179,0.08247501499962773,0.06017232043204759,0.048338513454259255,0.040517251461127765,0.035152756816718214,0.031208252257788477,0.028169596036103892,0.025733866200004184,0.02372213366660802,0.02202266385418658,0.020562948347047368,0.019293615554128306,0.01817945326327993,0.017194261505828257,0.016317772986033242,0.015533850976293836,0.014829343621315142,0.014193365240551245
NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_175p,0.0,0.13289342793250092,0.06601264170406236,0.04343738098659074,0.03169016827326601,0.0250235475266012,0.02077339533248088,0.01783640057052219,0.015702667593012185,0.014076155711377129,0.012793567622137389,0.011752806264247623,0.01089037103376192,0.010163758897295282,0.009543755608278076,0.009009235991439773,0.008544444417847541,0.008137237119444654,0.00777804499275799,0.0074591863484792225,0.007174416325136031
NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_175p,0.0,0.1374011691308035,0.06773489389337468,0.04423127894555691,0.03208059293342824,0.025238187134929178,0.020888746590111515,0.01787704533622799,0.0156844446555343,0.014011963326910553,0.012696003326774369,0.011633191939483183,0.010758215193715882,0.010026430330823155,0.009406551341111413,0.008875644355981987,0.008416494696536434,0.008015853474431569,0.007663361126244727,0.007350804931482176,0.007071610691187005
NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_175p,0.0,0.2623181559551607,0.11458098138102042,0.0814806044550024,0.05969011630931228,0.04815198896960545,0.04052401108261786,0.03524865846166156,0.03133866223525859,0.02830599858557738,0.025864411765011343,0.023842557538520683,0.022131689354524614,0.020659986032069214,0.019378039747852273,0.018250528525657325,0.017251315885255497,0.016360405905846278,0.015562073756286224,0.014843628974276357,0.0141946363048609
NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_175p,0.0,0.030161008728246706,0.022962157809960047,0.016821569515289545,0.013146177856845685,0.010962144219011241,0.009544469955640233,0.008529961385351196,0.007755619488774886,0.007139343644768041,0.006635352723722964,0.006214930348827382,0.005858694519359436,0.005552830908278191,0.005287181108025259,0.005054096495733832,0.0048477280991727385,0.004663542676298677,0.004497987305082833,0.004348247146494453,0.0042120688889365175
NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_175p,0.0,0.03257340514318799,0.023854687708152106,0.017250831582192514,0.013367438022304706,0.011084101811110449,0.009616747054027259,0.008575379887050245,0.007784955357243462,0.007158303900060037,0.006647134692591051,0.006221387588835228,0.005860969102561969,0.005551684852516431,0.005283170216405548,0.005047654429292362,0.004839206529401713,0.004653231277429198,0.004486125002109555,0.004335029677851895,0.004197654732878166
NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_175p,0.0,0.009568922795658883,0.012237473096993261,0.011186364797113635,0.009642162101484263,0.008422869508560533,0.0075366114415049345,0.0068885558911989326,0.006396459913076741,0.006007333023968677,0.005690257332093282,0.005426817552118268,0.005205578237467236,0.005019204523636198,0.004862846750804134,0.004733246955047465,0.004628230900518165,0.004546398284589748,0.004486919865334845,0.004449397453931918,0.004433760716713637
NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_175p_SAV_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_175p,0.0,0.009128135126383689,0.012083088485698211,0.011089619135767018,0.009572779210383518,0.008367525730084228,0.007490718676324209,0.0068495588396084205,0.00636220086990099,0.005976063826966356,0.005660885957077918,0.005399027463668497,0.005179614381769862,0.004995615648583114,0.004842338538480224,0.0047166050356192936,0.004616284102565688,0.004540010437821741,0.0044869956683898276,0.004456891063554402,0.004449680883966417
NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_150p,0.0,0.3094716432436392,0.13605181396695573,0.09550146720672906,0.07062855126347183,0.05705913542535609,0.04819711595711867,0.0420554174086848,0.03754554647065576,0.03408779677337324,0.03133756917233682,0.029083138885025273,0.027189196159451326,0.025566604217891326,0.02415476659555703,0.0229111877832662,0.0218051185500549,0.02081362127683762,0.01991909504486185,0.01910768664692506,0.018368252976766482
NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_150p,0.0,0.30383933224583287,0.13570835131056297,0.09525745591951658,0.07050613276004404,0.056776710318665276,0.04784819096125461,0.04169731096277914,0.037222206071037434,0.03382196049182218,0.031138231677436082,0.02895121120139214,0.027121134974574447,0.025556622710893418,0.024196099030441513,0.022996853469202706,0.0219283695788875,0.02096820681207123,0.020099399649639704,0.01930878639967985,0.01858591464054769
NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_150p,0.0,0.15828149723221985,0.07910501413577636,0.05066298095607462,0.036952763589052626,0.029714040624681897,0.02520476183286784,0.02211755821621413,0.019862770709632997,0.018139130072325833,0.01677533006535631,0.015666409043110608,0.014744376292896346,0.013963346588489318,0.01329136213391566,0.012705582945908338,0.012189307475573466,0.01173006314412021,0.011318348985853608,0.010946791646264728,0.010609568037842835
NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_150p,0.0,0.15378466430553497,0.07748258666239807,0.04985280701066167,0.036510510056201526,0.02945110036294246,0.025051967695566918,0.022040882558343466,0.019840275999526223,0.01815361702025211,0.016812745789030387,0.01571575672319271,0.014797641875679548,0.014015130170204332,0.013338356620888498,0.01274603620373241,0.012222557437783443,0.011756170525884936,0.011337825713338658,0.010960408402548298,0.010618222995202995
NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_125p,0.0,0.38868085782515344,0.15035749950309468,0.1052622274383549,0.07196298158143012,0.05562867014733476,0.04510243953002228,0.038197665998919175,0.0333062143019633,0.02967423220887023,0.026856132703741525,0.024592506842161153,0.022723129831938145,0.02114579090970873,0.0197924473825925,0.018616034947606247,0.01758268928595679,0.016667202527186016,0.015850238158458197,0.015116596985764603,0.014454095624741833
NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_150p,0.0,0.004404435949393441,0.006217756113697257,0.006244327418962682,0.005857594921824968,0.005488921767539926,0.005196648383677162,0.004966645131573054,0.004779948908926731,0.004623658284214088,0.004490124566729576,0.00437486227853886,0.004275100676042004,0.004188999171307613,0.0041152416504316005,0.004052823935543342,0.004000941053696579,0.003958926108004571,0.003926215730296975,0.0039023291651807948,0.0038868542666461075
NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_150p,0.0,0.005817773807752955,0.006535504427298549,0.0063986140291410355,0.0059654827721970245,0.005576868340391374,0.005270524060686017,0.005028090100466884,0.004830333889888177,0.004664847012848892,0.00452422115782656,0.0044038746335855255,0.004300770226137675,0.00421275034141551,0.0041381935707260654,0.004075830652688982,0.0040246400710808004,0.0039837850735746924,0.003952573039441925,0.003930427243416079,0.0039168657297100635
NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_125p,0.0,0.3808122057319054,0.1492377486082409,0.10425724818674804,0.0718844095107287,0.05577423341904864,0.04539217102118155,0.0385277144157572,0.03364176742915293,0.029995791533838724,0.027156431686969306,0.024869185618109517,0.022975855352687462,0.021374709768593896,0.01999767771393096,0.0187976110898064,0.01774070572416647,0.01680196280283038,0.015962361467872485,0.015207063923512768,0.014524240204338951
NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_150p,0.0,0.038270667588900416,0.04008940442778386,0.03224329559976985,0.025800318708513285,0.021548624427957123,0.01895772945306062,0.017584678297763737,0.017125137189251047,0.01737234739328497,0.018172031680880135,0.019401346993303273,0.020964630322896832,0.02278492459916528,0.024796663899866688,0.026941629628864733,0.02916626906209271,0.03141992090954925,0.03365396475580422,0.03582175120503802,0.03787912912552097
NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_150p_SAV_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_150p,0.0,0.03710645362764401,0.039588151443650174,0.03192195123918709,0.025590063020458347,0.021442965648882886,0.01892351274868719,0.017594950615723658,0.017163296055004128,0.017428783041132826,0.018241135661838673,0.019479046704720372,0.021046943141796604,0.02286786541297761,0.024876168403315385,0.027013405428794504,0.02922580977781707,0.03146263005944952,0.03367535029474322,0.03581768275942913,0.03784612723266954
NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_125p,0.0,0.039234189860475284,0.02760623981754794,0.021147491918725874,0.017385425795112354,0.015016096754907836,0.013352927063908074,0.01209756736056033,0.011100730024674037,0.010281663289388327,0.009593068832739086,0.009005068188383402,0.0084973762676856,0.00805530936175373,0.007667681687229661,0.007325650490469803,0.00702205184208824,0.006750993921574466,0.0065075896073930216,0.006287766881675353,0.006088125359762067
NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_125p,0.0,0.03801858299758226,0.027144963527684744,0.020838974496263336,0.01719575191984501,0.014916385025052895,0.013319409689734576,0.012109338160052613,0.011141833480927557,0.010340381817784626,0.009660893247453665,0.00907585442124313,0.008566743866468409,0.008120220435190518,0.007726134105951864,0.007376442199774142,0.007064591462010039,0.00678514534776703,0.006533544331895492,0.0063059405508044735,0.006099075876498147
NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_125p,0.0,0.005331451350691066,0.005750976506691482,0.005406071193728182,0.004924827545062827,0.004518735678390537,0.004194342850149595,0.00393263502405312,0.0037173206553506723,0.003536876905612122,0.0033831718324427874,0.003250345213066549,0.003134098119949344,0.0030312344139641874,0.00293935072833363,0.0028566190060117774,0.0027816311717268724,0.0027132874174886986,0.0026507156539968303,0.0025932133438514434,0.0025402054126266393
NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_125p,0.0,0.004245568383940884,0.005464982883416484,0.005251310242021615,0.004826907362007037,0.00445408936760573,0.0041504689752919835,0.0039013035525759404,0.0036931541184704844,0.0035164774916462776,0.0033644977845629803,0.003232258614870968,0.003116042146533488,0.00301300716373559,0.0029209510504853175,0.00283814540094588,0.0027632187176548696,0.0026950709192037287,0.0026328101543829857,0.002575705646561808,0.0025231522388938638
NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_125p,0.0,0.038688167281280335,0.035037523815137334,0.025703180721399484,0.01952101849054288,0.015701021187093663,0.013264078294751543,0.011626724981773372,0.010460275647267706,0.00958230101154427,0.008895800766723038,0.008346192158755036,0.007899557194312117,0.007533596307074637,0.0072328034945202836,0.006985995310085689,0.0067850294533066055,0.0066239937530754535,0.00649862905419705,0.0064059030263971944,0.006343687818568035
NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_125p_SAV_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_125p,0.0,0.03970970290136839,0.03545245987530742,0.025893989593201903,0.019624354884051533,0.015763662664385183,0.01329624415723857,0.011638050688985293,0.010456023174677281,0.009566250127659666,0.008871269200283917,0.008315818462323694,0.00786554753970473,0.007497716546977037,0.007196357165342762,0.006949875869854665,0.006749766658647666,0.006589806987312172,0.006465490891372148,0.006373603791753806,0.0063118948546611155
