1433.4361097387293,
59.72269759485068,
3.7896712292812555,
0.2550339803442878,
0.01787125046363793,
0.0012798982625541722,
9.301616835358984e-05,
6.829339792719515e-06,
436.0787331288443,
27.47978331634809,
1.7004659073330073,
