6106.4893649196865,
5916.755741301717,
5917.0534966141,
5917.0478016881,
5917.047205245255,
5917.047282863056,
5917.047278783839,
5917.047278840736,
5917.047278852122,
5917.047278850278,
5917.047278850468,
5917.047278850452,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850452,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850452,
5917.047278850452,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850453,
5917.047278850454,
5917.047278850454,
5917.047278850453,
